lambda,Aki,fik,Acc,Ei,Ek,Type,
6383.855,3.1e+05,1.0e-03,D,72524.561,88189.066,,
6385.4944,1.1e+05,6.e-04,D,44784.7859,60445.279,,
6387.2232,8.e+04,3.2e-04,D,44784.7859,60441.042,,
6388.479,4.6e+04,3.8e-04,D,54870.541,70523.694,,
6391.067,8.0e+06,9.8e-02,C+,91199.776,106846.649,,
6416.031,1.25e+07,1.03e-01,B+,89119.452,104705.411,,
6417.325,2.3e+05,1.9e-03,D+,69102.427,84685.245,,
6418.7040,4.e+04,2.2e-04,E,31387.9788,46967.4751,,
6421.4193,3.0e+06,1.4e-02,D+,88853.535,104426.460,,
6425.936,3.0e+05,9.e-04,D,84359.779,99921.670,,
6427.4993,1.59e+07,1.23e-01,B+,88853.535,104411.671,,
6434.4551,1.6e+06,1.5e-02,D+,88157.176,103698.515,,
6434.4551,8.5e+03,5.3e-05,C+,23317.6351,38858.9696,,
6435.598,2.9e+04,1.8e-04,D,50157.475,65696.053,,
6440.238,3.1e+06,1.94e-02,C+,88853.535,104380.941,,
6444.7391,4.3e+04,2.7e-04,D,44753.8179,60270.351,,
6448.1899,1.3e+05,1.0e-03,D+,50187.822,65696.053,,
6456.938,3.6e+07,2.23e-01,C+,88189.066,103676.286,,
6457.6268,6.e+04,6.e-04,D,78725.822,94211.383,,
6458.1648,1.7e+05,8.e-04,D,31483.1979,46967.4751,,
6466.1883,4.5e+04,2.8e-04,D,86929.664,102394.764,,
6467.4625,2.1e+05,1.8e-03,D+,78525.442,93987.454,,
6483.9959,1.9e+05,1.4e-03,D+,50157.475,65580.065,,
6487.147,4.2e+05,1.8e-03,D+,95046.177,110461.272,,
6489.128,6.e+04,4.4e-04,D,54904.241,70314.624,,
6490.1930,8.1e+06,7.7e-02,C+,89331.199,104739.057,,
6491.113,6.8e+06,2.9e-02,C+,87985.667,103391.352,,
6493.4589,1.78e+07,1.50e-01,B+,87985.667,103385.785,,
6494.8347,8.e+04,5.e-04,D,45044.1916,60441.042,,
6497.0069,4.7e+07,5.9e-01,B+,89471.372,104863.080,,
6498.733,2.39e+07,1.51e-01,B+,89119.452,104507.058,,
6502.274,7.2e+06,4.6e-02,C+,87985.667,103364.897,,
6512.539,3.7e+06,3.2e-02,C+,87985.667,103340.699,,
6517.8769,8.3e+03,7.1e-05,C+,23317.6351,38660.0537,,
6519.69,3.4e+04,2.6e-04,D,58631.623,73969.761,,
6520.5736,8.e+04,5.e-04,D,88614.523,103950.602,,
6521.556,1.0e+05,5.e-04,D,72651.914,87985.667,,
6526.5300,2.7e+05,2.0e-03,D+,88614.523,103936.602,,
6532.9536,6.8e+06,4.4e-02,C+,89119.452,104426.460,,
6533.583,2.5e+05,8.e-04,D,78725.822,94031.370,,
6533.583,2.5e+05,1.6e-03,D+,78525.442,93830.961,,
6536.2767,4.6e+07,2.93e-01,B+,89331.199,104630.429,,
6536.849,5.3e+05,2.6e-03,D+,89128.569,104426.460,,
6542.0316,4.5e+07,2.90e-01,B+,89471.372,104757.143,,
6543.1751,3.48e+07,2.79e-01,B+,89128.569,104411.671,,
6545.6127,2.70e+07,1.39e-01,B+,88723.398,104000.810,,
6550.2000,4.5e+07,2.18e-01,B+,88853.535,104120.244,,
6552.4405,1.96e+07,1.68e-01,B+,89119.452,104380.941,,
6552.605,1.33e+07,4.3e-02,C+,88157.176,103418.280,,
6552.6707,1.47e+07,1.26e-01,B+,89444.455,104705.411,,
6554.1423,7.3e+06,4.7e-02,C,89331.199,104588.729,,
6556.3573,1.87e+07,1.21e-01,B+,89128.569,104380.941,,
6558.137,2.5e+07,1.63e-01,C+,88189.066,103437.327,,
6561.320,7.e+04,6.e-04,D,57411.086,72651.914,,
6562.92,7.6e+06,4.9e-02,C+,89625.951,104863.080,,
6567.1936,6.1e+07,3.91e-01,B+,88723.398,103950.602,,
6573.2368,6.9e+07,5.3e-01,B+,88723.398,103936.602,,
6575.3085,1.3e+05,9.e-04,D,57411.086,72619.499,,
6577.974,4.1e+05,5.3e-03,D+,88189.066,103391.352,,
6601.8486,3.78e+07,2.47e-01,B+,88853.535,104000.810,,
6611.5034,6.6e+06,2.9e-02,C+,87985.667,103110.835,,
6620.2658,2.8e+05,2.8e-03,D+,78725.822,93830.961,,
6623.8032,1.72e+07,1.42e-01,B+,88853.535,103950.602,,
6629.0666,2.6e+05,2.1e-03,D+,58666.199,73751.276,,
6632.487,2.6e+04,2.0e-04,D,90211.613,105288.874,,
6644.891,3.4e+06,1.5e-02,D+,87985.667,103034.819,,
6649.523,7.9e+06,5.2e-02,C+,87985.667,103024.341,,
6652.819,1.3e+05,9.e-04,D,57493.333,72524.561,,
6666.309,9.0e+06,6.0e-02,C+,89119.452,104120.244,,
6680.679,2.4e+07,8.0e-02,C+,88157.176,103125.717,,
6681.586,5.3e+06,3.6e-02,C+,87985.667,102952.170,,
6687.331,1.11e+07,7.4e-02,C+,88157.176,103110.835,,
6688.718,6.6e+06,2.2e-02,D+,92225.549,107176.093,,
6694.947,1.0e+06,6.7e-03,D+,88189.066,103125.717,,
6695.076,2.1e+05,7.e-04,D,57493.333,72429.675,,
6703.387,1.1e+05,9.e-04,D+,88853.535,103771.342,,
6710.730,4.1e+06,3.7e-02,C+,87985.667,102887.172,,
6721.496,6.0e+06,4.0e-02,C+,88157.176,103034.819,,
6726.23,3.8e+06,3.9e-02,C+,88157.176,103024.341,,
6733.9225,2.8e+05,1.4e-03,D+,90780.623,105630.764,,
6750.711,1.3e+06,1.1e-02,D+,90397.873,105211.079,,
6751.854,4.2e+06,3.8e-02,C+,90638.823,105449.557,,
6756.2416,1.4e+06,9.e-03,D+,90067.357,104868.522,,
6759.033,2.5e+06,2.6e-02,D+,88157.176,102952.170,,
6772.772,8.0e+06,5.5e-02,C+,90300.628,105065.627,,
6779.1153,9.4e+06,1.30e-01,C+,92314.764,107065.951,,
6789.035,2.3e+06,1.6e-02,D+,90901.130,105630.764,,
6794.4122,1.9e+05,2.6e-03,D,89471.372,104189.382,,
6794.4122,1.86e+07,1.29e-01,B+,90487.827,105205.808,,
6805.014,1.89e+07,1.32e-01,B+,90593.511,105288.559,,
6817.019,1.41e+07,1.97e-01,C+,90648.230,105317.400,,
6817.019,2.9e+06,2.00e-02,C+,89924.150,104593.292,,
6817.129,7.7e+06,5.4e-02,C+,90780.623,105449.557,,
6821.869,4.8e+05,3.3e-03,D+,90629.811,105288.559,,
6830.239,3.1e+05,3.3e-03,D+,90593.511,105234.246,,
6843.5508,6.5e+07,6.9e-01,B+,90593.511,105205.808,,
6857.5171,8.7e+06,9.2e-02,C+,91048.225,105630.764,,
6859.7464,7.3e+07,6.8e-01,B+,90487.827,105065.627,,
6862.184,8.4e+06,5.9e-02,B+,90300.628,104873.232,,
6862.8858,4.6e+06,4.9e-02,C+,92225.549,106796.679,,
6864.4047,5.3e+07,4.7e-01,B+,90300.628,104868.522,,
6868.027,6.8e+06,4.8e-02,C+,91070.566,105630.764,,
6872.6228,7.0e+07,5.9e-01,B+,90042.804,104593.292,,
6873.5947,1.63e+07,1.54e-01,B+,90901.130,105449.557,,
6884.2394,1.56e+07,1.33e-01,B+,90067.357,104593.292,,
6907.5564,8.5e+07,7.3e-01,B+,90386.533,104863.432,,
6908.289,3.9e+06,2.8e-02,C+,90397.873,104873.232,,
6910.543,1.71e+07,1.53e-01,B+,90397.873,104868.522,,
6923.9367,8.9e+07,7.5e-01,B+,89924.150,104366.802,,
6929.7882,6.6e+07,5.9e-01,B+,90780.623,105211.079,,
6933.9130,5.9e+07,6.3e-01,B+,91208.892,105630.764,,
6954.5913,5.2e+07,5.0e-01,B+,91070.566,105449.557,,
6977.677,1.92e+07,1.40e-01,B+,90898.878,105230.291,,
6989.3249,2.69e+07,1.97e-01,B+,90397.873,104705.411,,
7032.1968,3.3e+04,2.0e-04,E,92300.269,106520.612,,
7041.673,3.24e+07,1.60e-01,B+,90638.823,104839.990,,
7095.917,8.2e+06,6.2e-02,B+,90780.623,104873.232,,
7129.386,8.9e+06,5.6e-02,B+,89924.150,103950.602,,
7130.0526,1.15e+07,8.7e-02,B+,90386.533,104411.671,,
7136.5093,3.04e+07,2.32e-01,B+,89924.150,103936.602,,
7224.38,2.5e+04,1.0e-04,E,31364.4554,45206.4704,,
7226.50,2.8e+04,2.2e-04,E,31368.453,45206.4704,,
7303.55,2.1e+03,1.7e-05,E,31387.9788,45079.9019,,
7306.8599,3.0e+05,2.4e-03,D+,72043.060,85728.846,,
7322.72,1.4e+04,8.e-05,E,31387.9788,45044.1916,,
7399.775,7.5e+06,6.2e-02,B+,90300.628,103814.552,,
7413.423,3.3e+05,3.4e-03,D+,88209.461,101698.519,,
7418.0643,3.8e+06,2.3e-02,C+,88853.535,102334.140,,
7423.272,9.e+05,1.1e-02,D+,89331.199,102802.353,,
7424.3945,5.8e+06,6.4e-02,C+,90638.823,104107.939,,
7437.669,1.3e+05,1.1e-03,D,91843.485,105288.559,,
7441.6022,1.8e+06,3.0e-02,D+,91850.584,105288.559,,
7445.654,1.6e+06,2.7e-02,D+,91199.776,104630.429,,
7449.2133,8.5e+06,4.7e-02,C+,89119.452,102543.689,,
7451.39,1.7e+04,2.1e-04,C,31364.4554,44784.7859,,
7453.4111,2.6e+06,2.17e-02,C+,90397.873,103814.552,,
7453.5408,3.9e+05,2.6e-03,D+,88614.523,102030.965,,
7454.6911,7.0e+05,9.e-03,D+,92216.391,105630.764,,
7464.469,2.7e+04,2.2e-04,E,31387.9788,44784.7859,,
7465.2867,3.8e+04,5.e-04,D,91843.485,105238.815,,
7468.827,9.e+04,1.5e-03,D,91199.776,104588.729,,
7470.9950,5.6e+06,4.7e-02,C+,90638.823,104023.921,,
7472.4719,5.2e+06,5.4e-02,B+,90300.628,103683.078,,
7477.492,1.0e+06,1.1e-02,D+,90397.873,103771.342,,
7477.6708,4.9e+06,8.2e-02,C+,91199.776,104572.924,,
7482.785,4.5e+05,3.8e-03,D+,91208.892,104572.924,,
7496.4662,1.0e+06,6.2e-03,D+,90780.623,104120.244,,
7496.754,6.2e+06,3.9e-02,C+,91167.936,104507.058,,
7497.6910,1.96e+07,1.24e-01,B+,78237.709,91575.149,,
7498.7580,1.46e+07,6.2e-02,C+,89331.199,102666.741,,
7508.6107,1.11e+07,6.3e-02,C+,78525.442,91843.485,,
7511.090,1.84e+06,1.55e-02,C+,91167.936,104481.606,,
7512.729,2.0e+06,2.5e-02,D+,90898.878,104209.618,,
7512.9358,1.2e+06,1.3e-02,D+,91070.566,104380.941,,
7514.004,2.9e+05,2.5e-03,D+,90901.130,104209.618,,
7514.5212,3.5e+06,2.4e-02,C+,88723.398,102030.965,,
7515.2455,2.91e+07,1.97e-01,B+,77861.650,91167.936,,
7517.1723,6.e+04,7.e-04,D,46967.4751,60270.351,,
7517.95,8.1e+03,5.1e-05,D+,31483.1979,44784.7859,,
7519.8804,1.59e+07,1.80e-01,B+,91575.149,104873.232,,
7520.7514,5.1e+06,4.3e-02,B+,90386.533,103683.078,,
7522.807,5.8e+05,7.4e-03,D+,78725.822,92018.727,,
7522.989,3.1e+05,2.7e-03,D+,92225.549,105518.142,,
7524.1767,7.6e+06,6.4e-02,C+,90898.878,104189.382,,
7525.6259,2.3e+06,1.3e-02,D+,91575.149,104863.080,,
7527.1705,1.78e+07,1.89e-01,B+,90397.873,103683.078,,
7528.513,7.4e+05,8.e-03,D+,90638.823,103921.637,,
7532.7800,1.89e+06,2.15e-02,C+,89119.452,102394.764,,
7534.5799,3.2e+06,4.1e-02,C+,92358.625,105630.764,,
7538.746,2.7e+06,1.6e-02,D+,91575.149,104839.990,,
7542.3174,4.5e+06,2.9e-02,C+,91167.936,104426.460,,
7545.4537,5.7e+06,4.8e-02,C+,91575.149,104828.163,,
7550.7398,1.44e+07,1.54e-01,B+,91167.936,104411.671,,
7567.3368,2.9e+06,2.5e-02,C+,89119.452,102334.140,,
7568.3009,1.26e+07,1.08e-01,B+,91167.936,104380.941,,
7572.5614,5.3e+06,3.4e-02,C+,89128.569,102334.140,,
7578.4164,6.4e+06,5.5e-02,D+,89471.372,102666.741,,
7582.2820,6.8e+05,9.e-03,D+,92225.549,105414.186,,
7583.1790,3.1e+05,2.7e-03,D+,92018.727,105205.808,,
7588.7330,6.2e+06,5.3e-02,B+,88853.535,102030.965,,
7589.7130,7.2e+06,8.3e-02,B+,90638.823,103814.552,,
7594.701,1.9e+05,1.6e-03,D+,92282.470,105449.557,,
7596.5283,8.e+05,6.7e-03,D+,91575.149,104739.057,,
7597.977,2.9e+05,3.8e-03,D+,91048.225,104209.618,,
7602.3217,1.1e+06,1.5e-02,D+,92225.549,105379.425,,
7607.1841,1.3e+05,2.3e-03,D,92314.764,105460.233,,
7609.6797,3.0e+06,2.6e-02,D+,91048.225,104189.382,,
7615.9931,9.0e+06,1.04e-01,B+,91575.149,104705.411,,
7619.0236,2.9e+06,3.8e-02,C+,90898.878,104023.921,,
7620.3313,5.8e+05,5.0e-03,D+,90901.130,104023.921,,
7622.1544,1.7e+06,1.9e-02,D+,92329.905,105449.557,,
7623.3092,1.74e+07,1.51e-01,B+,78725.822,91843.485,,
7634.0341,7.1e+06,4.1e-02,C+,89444.455,102543.689,,
7638.3391,1.1e+06,9.e-03,D+,92225.549,105317.400,,
7642.9252,2.7e+04,2.4e-04,D,88614.523,101698.519,,
7648.013,3.1e+04,2.7e-04,D,65109.691,78185.004,,
7649.7530,1.38e+07,2.41e-01,B+,89471.372,102543.689,,
7649.9462,1.9e+05,2.6e-03,D+,91048.225,104120.244,,
7655.2048,9.e+04,8.e-04,D,92225.549,105288.559,,
7656.289,9.e+04,8.e-04,D,97507.414,110568.558,,
7658.7703,9.e+04,1.0e-03,D+,92154.154,105211.079,,
7659.6247,6.e+04,8.e-04,D,47389.809,60445.279,,
7659.7368,8.4e+06,4.9e-02,C+,91575.149,104630.429,,
7663.0068,1.68e+07,1.48e-01,B+,78525.442,91575.149,,
7664.6567,1.0e+06,1.2e-02,D+,92018.727,105065.627,,
7666.784,1.9e+05,1.1e-03,D+,92274.123,105317.400,,
7668.2474,1.07e+07,4.7e-02,C+,89625.951,102666.741,,
7670.2583,1.3e+06,1.5e-02,D+,91070.566,104107.939,,
7672.2857,8.e+05,7.4e-03,D+,90780.623,103814.552,,
7680.7300,1.96e+07,1.73e-01,B+,91843.485,104863.080,,
7684.4652,4.6e+05,6.1e-03,D+,92225.549,105238.815,,
7688.4345,2.0e+06,1.8e-02,D+,78844.031,91850.584,,
7689.5022,3.4e+06,3.0e-02,C+,92225.549,105230.291,,
7690.5675,1.59e+07,2.12e-01,B+,89331.199,102334.140,,
7692.6311,1.55e+07,2.76e-01,B+,78844.031,91843.485,,
7692.8037,2.4e+06,2.1e-02,D+,97507.414,110506.577,,
7693.6241,3.3e+06,1.9e-02,D+,91575.149,104572.924,,
7694.3764,4.4e+05,3.9e-03,D+,91843.485,104839.990,,
7698.4618,7.8e+06,1.38e-01,C+,91199.776,104189.382,,
7699.714,2.0e+05,1.2e-03,D+,92329.905,105317.400,,
7701.3841,9.6e+06,1.28e-01,B+,91843.485,104828.163,,
7704.0050,5.e+04,7.e-04,D,92225.549,105205.808,,
7706.7166,3.8e+05,5.1e-03,D+,91048.225,104023.921,,
7707.0568,3.02e+07,2.69e-01,B+,88723.398,101698.519,,
7713.8443,4.9e+04,4.4e-04,C+,31483.1979,44446.9051,,
7718.3296,1.0e+06,6.1e-03,D+,92274.123,105230.291,,
7720.6308,9.2e+06,6.2e-02,B+,91167.936,104120.244,,
7723.489,7.2e+05,6.4e-03,D+,91915.570,104863.080,,
7727.9751,3.7e+06,3.3e-02,C+,91167.936,104107.939,,
7732.809,9.e+04,8.e-04,D,91575.149,104507.058,,
7733.8166,1.09e+07,9.7e-02,B+,78237.709,91167.936,,
7734.7833,1.42e+06,1.59e-02,C+,92282.470,105211.079,,
7741.2934,3.5e+06,3.1e-02,C+,89625.951,102543.689,,
7742.6183,6.9e+06,1.24e-01,C+,92314.764,105230.291,,
7743.7383,7.2e+06,3.2e-02,C+,91843.485,104757.143,,
7744.360,7.e+04,1.0e-03,D,91915.570,104828.163,,
7745.0256,1.42e+07,1.71e-01,B+,89119.452,102030.965,,
7745.0256,1.1e+05,1.0e-03,D+,92154.154,105065.627,,
7747.997,2.4e+05,2.2e-03,D,91850.584,104757.143,,
7748.060,4.4e+05,5.3e-03,D+,91575.149,104481.606,,
7750.4920,4.0e+06,4.6e-02,C+,90780.623,103683.078,,
7750.4920,1.12e+07,1.01e-01,B+,89128.569,102030.965,,
7750.6029,1.11e+07,1.50e-01,B+,92225.549,105127.773,,
7754.6007,9.e+05,1.2e-02,D+,91843.485,104739.057,,
7757.7053,4.8e+06,3.2e-02,C+,79439.496,92329.905,,
7758.1413,6.7e+06,6.0e-02,C+,89444.455,102334.140,,
7768.426,3.0e+05,3.4e-03,D+,92282.470,105155.093,,
7769.004,2.3e+05,2.1e-03,D+,92358.625,105230.291,,
7775.6173,9.7e+06,4.4e-02,C+,92225.549,105086.265,,
7781.3069,1.5e+05,1.3e-03,D+,91575.149,104426.460,,
7782.5081,7.3e+06,1.00e-01,C+,78725.822,91575.149,,
7783.823,7.e+04,9.e-04,D,92358.625,105205.808,,
7785.1403,1.28e+07,1.46e-01,B+,88853.535,101698.519,,
7787.2091,4.0e+05,1.8e-03,D+,91915.570,104757.143,,
7791.4217,4.2e+06,2.9e-02,C+,79439.496,92274.123,,
7791.924,1.4e+06,1.9e-02,D+,91208.892,104042.692,,
7792.4862,9.1e+06,8.3e-02,B+,91167.936,104000.810,,
7803.3371,1.4e+06,1.9e-02,D+,91208.892,104023.921,,
7803.3961,3.7e+04,7.e-04,D,47626.110,60441.042,,
7806.749,1.4e+05,1.3e-03,D+,92018.727,104828.163,,
7808.9668,2.00e+06,2.4e-02,C+,91575.149,104380.941,,
7817.689,7.e+04,8.e-04,D,92274.123,105065.627,,
7820.4766,1.3e+06,1.2e-02,D+,91843.485,104630.429,,
7822.684,3.5e+04,3.3e-04,D,97507.414,110290.739,,
7823.0937,5.4e+06,6.2e-02,B+,91167.936,103950.602,,
7824.826,1.1e+05,2.1e-03,D,91850.584,104630.429,,
7825.462,6.e+04,5.e-04,D,90386.533,103165.320,,
7831.378,7.5e+05,1.0e-02,D+,92358.625,105127.773,,
7831.8803,8.e+04,6.2e-04,D+,60625.446,73393.771,,
7845.039,1.1e+05,1.3e-03,D+,92116.529,104863.432,,
7846.0638,8.e+05,7.e-03,D,91843.485,104588.729,,
7846.8387,2.6e+06,3.2e-02,C+,91070.566,103814.552,,
7851.92,3.5e+04,4.3e-04,D,92329.905,105065.627,,
7854.100,2.4e+04,3.0e-04,D,50212.836,62945.045,,
7856.922,1.6e+06,7.2e-03,D+,92358.625,105086.265,,
7861.330,2.9e+05,3.6e-03,D+,71964.750,84685.245,,
7861.430,6.e+04,5.e-04,D,92018.727,104739.057,,
7865.1123,5.4e+05,6.3e-03,D+,92154.154,104868.522,,
7870.928,6.e+04,6.e-04,D,90397.873,103102.849,,
7876.321,2.9e+04,2.7e-04,D,90901.130,103597.409,,
7879.1395,4.3e+05,4.8e-03,D+,92171.690,104863.432,,
7883.3224,6.e+04,4.7e-04,D,60807.239,73492.248,,
7891.2727,1.3e+06,6.2e-03,D+,90593.511,103265.738,,
7896.6642,1.7e+06,2.4e-02,D+,91843.485,104507.058,,
7896.7616,6.3e+05,4.4e-03,D+,78237.709,90901.130,,
7909.8318,3.0e+06,3.8e-02,C+,78525.442,91167.936,,
7917.2834,1.4e+06,9.e-03,D+,90487.827,103118.421,,
7925.497,6.1e+05,5.8e-03,D+,90648.230,103265.738,,
7927.430,2.0e+06,1.9e-02,D+,92225.549,104839.990,,
7929.136,2.3e+05,1.4e-03,D+,92018.727,104630.429,,
7937.0699,1.53e+06,1.93e-02,C+,92274.123,104873.232,,
7943.468,1.6e+05,1.0e-03,D+,92274.123,104863.080,,
7947.2452,6.1e+05,9.e-03,D+,91843.485,104426.460,,
7947.4165,6.9e+05,6.5e-03,D+,92647.591,105230.291,,
7956.5672,2.2e+04,2.1e-04,D,92300.269,104868.522,,
7958.0657,2.0e+06,1.2e-02,D+,92274.123,104839.990,,
7959.7794,2.6e+05,3.0e-03,D+,92300.269,104863.432,,
7965.5645,6.5e+05,6.1e-03,D+,92274.123,104828.163,,
7971.2363,1.6e+06,1.5e-02,D+,78525.442,91070.566,,
7971.2363,4.0e+06,3.8e-02,C+,91575.149,104120.244,,
7972.3676,1.3e+06,1.7e-02,D+,92329.905,104873.232,,
7972.6299,2.5e+06,2.4e-02,C+,78237.709,90780.623,,
7975.219,1.9e+05,1.6e-03,E,98130.136,110668.928,,
7976.884,1.9e+05,1.5e-03,D+,77861.650,90397.873,,
7978.834,1.1e+05,7.e-04,D,92329.905,104863.080,,
7984.1065,2.4e+05,2.3e-03,D+,90593.511,103118.421,,
7984.1065,2.9e+06,2.8e-02,C+,77861.650,90386.533,,
7990.332,2.1e+05,2.5e-03,D+,91167.936,103683.078,,
7993.5509,2.0e+06,1.3e-02,D+,92329.905,104839.990,,
7998.8946,9.e+05,6.4e-03,D+,90300.628,102802.353,,
8007.294,1.6e+05,1.5e-03,D+,90629.811,103118.421,,
8007.483,1.3e+05,1.2e-03,D+,92018.727,104507.058,,
8010.8500,1.0e+06,9.e-03,D+,78725.822,91208.892,,
8013.077,4.2e+05,2.7e-03,D+,90638.823,103118.421,,
8019.122,3.3e+05,6.3e-03,D+,90648.230,103118.421,,
8022.5051,2.3e+06,2.21e-02,C+,92274.123,104739.057,,
8029.561,1.5e+05,2.1e-03,E,98114.577,110568.558,,
8036.458,1.6e+04,1.5e-04,E,94057.727,106501.029,,
8039.1986,5.e+04,3.6e-04,D,60956.781,73395.831,,
8040.877,3.0e+05,3.5e-03,D+,92426.967,104863.432,,
8047.4811,2.0e+06,2.0e-02,D+,90839.488,103265.738,,
8047.860,3.5e+05,4.5e-03,D+,91575.149,104000.810,,
8050.4911,2.5e+05,2.9e-03,D+,92171.690,104593.292,,
8058.5699,1.2e+06,1.2e-02,D+,92329.905,104739.057,,
8062.37,1.2e+05,8.e-04,D,54870.541,67273.833,,
8066.503,1.4e+06,1.8e-02,D+,79885.523,92282.470,,
8069.7241,7.5e+06,1.1e-01,D+,98114.577,110506.577,,
8071.9368,4.1e+06,4.0e-02,C+,79885.523,92274.123,,
8080.4792,1.3e+06,1.7e-02,D+,92329.905,104705.411,,
8081.4488,1.8e+06,1.7e-02,E,98294.909,110668.928,,
8082.1873,1.5e+05,2.2e-03,D+,90629.811,103002.660,,
8086.115,2.5e+05,1.2e-03,D,90898.878,103265.738,,
8088.1017,5.8e+05,5.7e-03,D+,90638.823,103002.660,,
8093.037,8.e+04,5.e-04,D,92274.123,104630.429,,
8093.399,9.e+05,9.e-03,D+,78844.031,91199.776,,
8095.8816,4.4e+06,3.5e-02,C+,90042.804,102394.764,,
8100.6111,1.3e+06,2.0e-02,D+,78725.822,91070.566,,
8103.7113,1.15e+07,7.5e-02,B+,79885.523,92225.549,,
8112.0063,6.6e+05,5.2e-03,D+,90067.357,102394.764,,
8134.6969,2.3e+05,2.8e-03,D+,92300.269,104593.292,,
8142.33,1.9e+05,2.8e-03,D+,92225.549,104507.058,,
8144.0302,2.7e+06,5.3e-02,D+,90839.488,103118.421,,
8159.8142,4.9e+06,6.5e-02,C+,78525.442,90780.623,,
8163.2121,8.e+05,5.7e-03,D+,78237.709,90487.827,,
8178.775,1.4e+05,1.4e-03,D+,92154.154,104380.941,,
8181.9415,1.0e+06,8.e-03,D+,90780.623,103002.660,,
8183.6123,4.5e+06,4.6e-02,C+,90898.878,103118.421,,
8184.4710,7.e+06,7.e-02,D,98130.136,110348.401,,
8185.1238,1.7e+06,1.1e-02,D+,90901.130,103118.421,,
8190.791,1.2e+05,1.8e-03,D+,90593.511,102802.353,,
8192.8882,3.6e+05,3.7e-03,D+,77861.650,90067.357,,
8209.4031,1.33e+06,1.34e-02,C+,77861.650,90042.804,,
8211.190,2.8e+04,4.3e-04,D,60441.042,72619.499,,
8212.106,1.5e+05,1.6e-03,D+,92329.905,104507.058,,
8212.789,4.4e+04,7.e-04,D,98114.577,110290.739,,
8213.351,5.0e+05,8.e-03,D+,78725.822,90901.130,,
8215.2179,9.e+05,1.3e-02,D+,90629.811,102802.353,,
8219.411,1.3e+05,1.6e-03,D+,92426.967,104593.292,,
8221.2978,9.5e+06,9.6e-02,B+,90638.823,102802.353,,
8223.5742,3.4e+06,3.4e-02,C+,78237.709,90397.873,,
8229.163,2.3e+06,3.5e-02,C+,80178.005,92329.905,,
8231.2502,1.61e+07,2.04e-01,B+,78237.709,90386.533,,
8239.4331,1.33e+07,6.8e-02,C+,80178.005,92314.764,,
8240.181,2.8e+05,2.1e-03,D+,79439.496,91575.149,,
8252.969,1.0e+05,8.e-04,E,98130.136,110247.006,,
8256.684,1.1e+05,1.1e-03,D+,92300.269,104411.671,,
8261.896,2.5e+05,3.9e-03,D+,90898.878,103002.660,,
8262.119,6.0e+04,8.e-04,D+,92089.043,104192.487,,
8263.4174,6.7e+05,6.9e-03,D+,90901.130,103002.660,,
8268.4708,6.3e+06,6.5e-02,B+,90300.628,102394.764,,
8282.7884,1.85e+07,9.5e-02,C+,90593.511,102666.741,,
8284.8696,1.34e+07,1.38e-01,B+,91048.225,103118.421,,
8286.3328,2.9e+06,1.96e-02,C+,78525.442,90593.511,,
8287.7767,1.23e+07,1.27e-01,C+,91199.776,103265.738,,
8288.9702,1.1e+05,1.5e-03,E,97507.414,109571.639,,
8289.8668,5.5e+06,5.6e-02,B+,78237.709,90300.628,,
8290.1558,4.5e+07,5.6e-01,B+,77861.650,89924.150,,
8294.0438,4.4e+07,2.27e-01,B+,91208.892,103265.738,,
8294.7207,2.24e+07,1.54e-01,B+,90487.827,102543.689,,
8300.2326,3.24e+07,2.23e-01,B+,91070.566,103118.421,,
8300.4485,1.24e+07,1.28e-01,B+,80178.005,92225.549,,
8303.124,2.3e+04,2.4e-04,D,92695.398,104739.057,,
8310.1255,1.60e+07,1.24e-01,B+,90300.628,102334.140,,
8318.2702,2.92e+07,2.27e-01,B+,90780.623,102802.353,,
8320.4987,2.01e+07,2.09e-01,B+,90648.230,102666.741,,
8327.6219,2.54e+07,2.12e-01,B+,90386.533,102394.764,,
8335.4934,1.76e+07,1.83e-01,B+,90397.873,102394.764,,
8341.5630,2.06e+07,1.72e-01,B+,90042.804,102030.965,,
8355.1240,1.95e+07,2.04e-01,B+,80346.060,92314.764,,
8358.6825,4.8e+06,4.0e-02,B+,90067.357,102030.965,,
8359.5361,1.60e+07,1.68e-01,B+,78525.442,90487.827,,
8368.0486,1.34e+07,1.40e-01,B+,90593.511,102543.689,,
8368.922,6.e+05,4.3e-03,E,97507.414,109456.381,,
8377.8285,9.3e+06,7.4e-02,B+,90397.873,102334.140,,
8378.916,2.9e+05,3.5e-03,D+,92432.098,104366.802,,
8387.5682,7.5e+06,3.9e-02,C+,78725.822,90648.230,,
8390.2166,5.4e+06,1.15e-01,C+,91199.776,103118.421,,
8398.494,2.7e+04,3.8e-04,D,90487.827,102394.764,,
8400.9082,9.6e+06,1.53e-01,B+,90898.878,102802.353,,
8402.4977,1.18e+07,1.25e-01,B+,90901.130,102802.353,,
8404.601,4.2e+04,5.1e-04,D+,92166.417,104064.664,,
8406.5717,2.0e+06,4.3e-02,D+,90648.230,102543.689,,
8417.856,1.2e+06,2.5e-02,D+,80346.060,92225.549,,
8422.8745,1.03e+07,1.45e-01,B+,78525.442,90397.873,,
8423.439,1.8e+04,1.6e-04,D,98294.909,110166.534,,
8426.2401,2.28e+07,2.43e-01,B+,78725.822,90593.511,,
8441.4455,9.3e+06,9.9e-02,B+,90487.827,102334.140,,
