obs_wl_vac(A)|Aki(s^-1)|Acc|Ei(cm-1)|Ek(cm-1)|conf_i|term_i|J_i|conf_k|term_k|J_k|Type|
991.690|1.8e+07|D|2837.9807|103676.848|3d7|a 4F|5/2|3d6.(5D<2>).4f|2[3]*|7/2||
994.224|5.9e+07|D+|3117.4877|103698.515|3d7|a 4F|3/2|3d6.(5D<2>).4f|2[3]*|5/2||
994.348|2.4e+07|D|2837.9807|103406.327|3d7|a 4F|5/2|3d6.(5D<3>).4f|2[2]*|5/2||
994.552|5.0e+07|D+|2837.9807|103385.785|3d7|a 4F|5/2|3d6.(5D<3>).4f|2[3]*|7/2||
994.907|1.8e+07|D|2430.1369|102942.256|3d7|a 4F|7/2|3d6.(5D<4>).4f|2[3]*|7/2||
995.450|1.4e+07|D|2430.1369|102887.172|3d7|a 4F|7/2|3d6.(5D<4>).4f|2[4]*|7/2||
995.497|2.0e+07|D|2430.1369|102882.424|3d7|a 4F|7/2|3d6.(5D<4>).4f|2[4]*|9/2||
997.384|2.9e+07|E|7955.3186|108217.596|3d6.(5D).4s|a 4D|7/2|3d5.(2F1).4s.4p.(3P*)|4F*|9/2||
1055.258|4.6e+07|D+|0.0000|94763.218|3d6.(5D).4s|a 6D|9/2|3d5.(4D).4s.4p.(3P*)|6P*|7/2||
1059.562|3.2e+07|D+|384.7872|94763.218|3d6.(5D).4s|a 6D|7/2|3d5.(4D).4s.4p.(3P*)|6P*|7/2||
1060.437|1.2e+08|D+|384.7872|94685.083|3d6.(5D).4s|a 6D|7/2|3d5.(4D).4s.4p.(3P*)|6P*|5/2||
1062.150|1.7e+07|D|0.0000|94148.39|3d6.(5D).4s|a 6D|9/2|3d5.(4G).4s.4p.(3P*)|w 4G*|9/2||
1062.747|3.1e+07|D+|667.6829|94763.218|3d6.(5D).4s|a 6D|5/2|3d5.(4D).4s.4p.(3P*)|6P*|7/2||
1063.020|1.2e+08|D+|667.6829|94739.136|3d6.(5D).4s|a 6D|5/2|3d5.(4P).4s.4p.(3P*)|4P*|3/2||
1063.170|3.2e+08|D+|0.0000|94057.727|3d6.(5D).4s|a 6D|9/2|3d5.(4D).4s.4p.(3P*)|6D*|9/2||
1063.626|1.4e+08|D+|862.6118|94880.585|3d6.(5D).4s|a 6D|3/2|3d5.(4P).4s.4p.(3P*)|4P*|1/2||
1063.626|1.6e+07|D|667.6829|94685.083|3d6.(5D).4s|a 6D|5/2|3d5.(4D).4s.4p.(3P*)|6P*|5/2||
1063.970|3.5e+07|D+|0.0000|93987.454|3d6.(5D).4s|a 6D|9/2|3d5.(4D).4s.4p.(3P*)|6D*|7/2||
1064.922|4.1e+07|D|977.0498|94880.585|3d6.(5D).4s|a 6D|1/2|3d5.(4P).4s.4p.(3P*)|4P*|1/2||
1065.841|6.7e+07|D+|862.6118|94685.083|3d6.(5D).4s|a 6D|3/2|3d5.(4D).4s.4p.(3P*)|6P*|5/2||
1066.528|6.2e+07|D+|977.0498|94739.136|3d6.(5D).4s|a 6D|1/2|3d5.(4P).4s.4p.(3P*)|4P*|3/2||
1066.659|1.1e+07|D|7955.3186|101706.498|3d6.(5D).4s|a 4D|7/2|3d5.(4D).4s.4p.(3P*)|4P*|5/2||
1067.541|8.e+07|D+|384.7872|94057.727|3d6.(5D).4s|a 6D|7/2|3d5.(4D).4s.4p.(3P*)|6D*|9/2||
1068.341|1.6e+08|D+|384.7872|93987.454|3d6.(5D).4s|a 6D|7/2|3d5.(4D).4s.4p.(3P*)|6D*|7/2||
1069.017|1.5e+07|D|667.6829|94211.383|3d6.(5D).4s|a 6D|5/2|3d5.(4P).4s.4p.(3P*)|4P*|5/2||
1070.124|2.7e+07|D|384.7872|93830.961|3d6.(5D).4s|a 6D|7/2|3d5.(4D).4s.4p.(3P*)|6D*|5/2||
1071.248|2.3e+07|D|862.6118|94211.383|3d6.(5D).4s|a 6D|3/2|3d5.(4P).4s.4p.(3P*)|4P*|5/2||
1071.582|1.1e+08|D+|667.6829|93987.454|3d6.(5D).4s|a 6D|5/2|3d5.(4D).4s.4p.(3P*)|6D*|7/2||
1073.277|4.1e+07|D|667.6829|93840.405|3d6.(5D).4s|a 6D|5/2|3d5.(4D).4s.4p.(3P*)|6D*|3/2||
1073.321|1.7e+08|D+|862.6118|94031.370|3d6.(5D).4s|a 6D|3/2|3d5.(4D).4s.4p.(3P*)|6D*|1/2||
1073.383|5.8e+07|D+|667.6829|93830.961|3d6.(5D).4s|a 6D|5/2|3d5.(4D).4s.4p.(3P*)|6D*|5/2||
1074.641|5.e+07|D|977.0498|94031.370|3d6.(5D).4s|a 6D|1/2|3d5.(4D).4s.4p.(3P*)|6D*|1/2||
1075.526|2.2e+07|D|862.6118|93840.405|3d6.(5D).4s|a 6D|3/2|3d5.(4D).4s.4p.(3P*)|6D*|3/2||
1075.633|9.e+07|D+|862.6118|93830.961|3d6.(5D).4s|a 6D|3/2|3d5.(4D).4s.4p.(3P*)|6D*|5/2||
1076.852|1.1e+08|D+|977.0498|93840.405|3d6.(5D).4s|a 6D|1/2|3d5.(4D).4s.4p.(3P*)|6D*|3/2||
1081.872|6.0e+07|D+|0.0000|92432.098|3d6.(5D).4s|a 6D|9/2|3d5.(4D).4s.4p.(3P*)|6F*|11/2||
1083.420|1.6e+07|D|0.0000|92300.269|3d6.(5D).4s|a 6D|9/2|3d5.(4D).4s.4p.(3P*)|6F*|9/2||
1087.953|4.8e+07|D+|384.7872|92300.269|3d6.(5D).4s|a 6D|7/2|3d5.(4D).4s.4p.(3P*)|6F*|9/2||
1089.687|3.1e+07|D+|384.7872|92154.154|3d6.(5D).4s|a 6D|7/2|3d5.(4D).4s.4p.(3P*)|6F*|7/2||
1091.528|1.7e+07|D|1872.5998|93487.653|3d7|a 4F|9/2|3d6.(3F1).4p|u 4F*|7/2||
1091.560|3.2e+07|D+|1872.5998|93484.602|3d7|a 4F|9/2|3d6.(3F1).4p|u 4F*|9/2||
1093.056|3.9e+07|D+|667.6829|92154.154|3d6.(5D).4s|a 6D|5/2|3d5.(4D).4s.4p.(3P*)|6F*|7/2||
1094.677|4.8e+07|D+|667.6829|92018.727|3d6.(5D).4s|a 6D|5/2|3d5.(4D).4s.4p.(3P*)|6F*|5/2||
1095.805|1.6e+07|D|1872.5998|93129.879|3d7|a 4F|9/2|3d6.(3F1).4p|4D*|7/2||
1096.603|1.5e+08|D+|384.7872|91575.149|3d6.(5D).4s|a 6D|7/2|3d6.(5D).5p|w 6P*|5/2||
1096.783|8.e+07|D+|667.6829|91843.485|3d6.(5D).4s|a 6D|5/2|3d6.(5D).5p|w 6P*|3/2||
1096.871|2.3e+08|D+|0.0000|91167.936|3d6.(5D).4s|a 6D|9/2|3d6.(5D).5p|w 6P*|7/2||
1097.019|3.0e+07|D|862.6118|92018.727|3d6.(5D).4s|a 6D|3/2|3d5.(4D).4s.4p.(3P*)|6F*|5/2||
1098.210|1.4e+07|D|2430.1369|93487.653|3d7|a 4F|7/2|3d6.(3F1).4p|u 4F*|7/2||
1098.254|7.0e+07|D+|862.6118|91915.570|3d6.(5D).4s|a 6D|3/2|3d5.(4D).4s.4p.(3P*)|6F*|3/2||
1099.132|7.3e+07|D+|862.6118|91843.485|3d6.(5D).4s|a 6D|3/2|3d6.(5D).5p|w 6P*|3/2||
1099.320|1.2e+07|D|2430.1369|93395.407|3d7|a 4F|7/2|3d6.(3F1).4p|u 4F*|5/2||
1099.641|1.5e+07|D|977.0498|91915.570|3d6.(5D).4s|a 6D|1/2|3d5.(4D).4s.4p.(3P*)|6F*|3/2||
1100.017|7.4e+07|D+|667.6829|91575.149|3d6.(5D).4s|a 6D|5/2|3d6.(5D).5p|w 6P*|5/2||
1100.430|7.e+07|D|977.0498|91850.584|3d6.(5D).4s|a 6D|1/2|3d5.(4D).4s.4p.(3P*)|6F*|1/2||
1100.517|6.4e+07|D+|977.0498|91843.485|3d6.(5D).4s|a 6D|1/2|3d6.(5D).5p|w 6P*|3/2||
1101.526|4.5e+07|D+|384.7872|91167.936|3d6.(5D).4s|a 6D|7/2|3d6.(5D).5p|w 6P*|7/2||
1102.383|2.3e+07|D|862.6118|91575.149|3d6.(5D).4s|a 6D|3/2|3d6.(5D).5p|w 6P*|5/2||
1102.538|1.3e+07|D|2430.1369|93129.879|3d7|a 4F|7/2|3d6.(3F1).4p|4D*|7/2||
1103.988|1.9e+07|D|7955.3186|98536.011|3d6.(5D).4s|a 4D|7/2|3d5.(4D).4s.4p.(3P*)|4F*|7/2||
1104.271|1.5e+07|D|2837.9807|93395.407|3d7|a 4F|5/2|3d6.(3F1).4p|u 4F*|5/2||
1104.321|6.e+06|D|1872.5998|92426.967|3d7|a 4F|9/2|3d5.(4G).4s.4p.(3P*)|v 4F*|9/2||
1104.968|7.e+06|D|667.6829|91167.936|3d6.(5D).4s|a 6D|5/2|3d6.(5D).5p|w 6P*|7/2||
1105.349|1.5e+07|D|2430.1369|92899.306|3d7|a 4F|7/2|3d6.(3F1).4p|4D*|5/2||
1105.748|5.5e+07|D+|7955.3186|98391.320|3d6.(5D).4s|a 4D|7/2|3d5.(4D).4s.4p.(3P*)|4D*|7/2||
1106.522|5.0e+07|D+|13673.2045|104046.419|3d7|a 4P|3/2|3d6.(5D<0>).4f|2[3]*|5/2||
1107.071|5.e+07|E|20340.2461|110668.928|3d7|a 2H|11/2|3d6.(3H).5p|2H*|11/2||
1107.430|1.3e+07|D|1872.5998|92171.690|3d7|a 4F|9/2|3d6.(3F1).4p|u 2G*|9/2||
1108.192|3.2e+07|D+|13474.4474|103711.610|3d7|a 4P|5/2|3d6.(5D<2>).4f|2[4]*|7/2||
1108.511|1.9e+07|D|3117.4877|93328.553|3d7|a 4F|3/2|3d6.(3F1).4p|u 4F*|3/2||
1109.715|6.0e+07|D+|8391.9554|98505.022|3d6.(5D).4s|a 4D|5/2|3d5.(4D).4s.4p.(3P*)|4D*|5/2||
1110.005|3.6e+07|D|8680.4706|98770.295|3d6.(5D).4s|a 4D|3/2|3d5.(4D).4s.4p.(3P*)|4D*|3/2||
1111.092|5.e+06|D|384.7872|90386.533|3d6.(5D).4s|a 6D|7/2|3d6.(5D).5p|6F*|9/2||
1111.122|1.1e+07|D|8391.9554|98391.320|3d6.(5D).4s|a 4D|5/2|3d5.(4D).4s.4p.(3P*)|4D*|7/2||
1111.553|4.0e+07|D|13904.8604|103869.046|3d7|a 4P|1/2|3d6.(5D<1>).4f|2[2]*|3/2||
1112.046|2.0e+07|D+|0.0000|89924.150|3d6.(5D).4s|a 6D|9/2|3d6.(5D).5p|6F*|11/2||
1112.207|2.1e+07|D|13474.4474|103385.785|3d7|a 4P|5/2|3d6.(5D<3>).4f|2[3]*|7/2||
1112.938|2.2e+07|D|2430.1369|92282.470|3d7|a 4F|7/2|3d5.(4G).4s.4p.(3P*)|v 4F*|7/2||
1113.281|2.8e+07|D|8680.4706|98505.022|3d6.(5D).4s|a 4D|3/2|3d5.(4D).4s.4p.(3P*)|4D*|5/2||
1113.471|3.4e+07|D|2837.9807|92647.591|3d7|a 4F|5/2|3d6.(3F1).4p|4D*|3/2||
1113.944|4.1e+07|D|13904.8604|103676.286|3d7|a 4P|1/2|3d6.(5D<2>).4f|2[1]*|1/2||
1115.132|9.e+06|D|20830.5534|110506.577|3d6.(3P2).4s|b 4P|5/2|3d6.(3P2).5p|4D*|5/2||
1117.412|9.e+06|D|2837.9807|92329.905|3d7|a 4F|5/2|3d5.(4G).4s.4p.(3P*)|v 4F*|5/2||
1117.910|4.4e+07|D|13673.2045|103125.717|3d7|a 4P|3/2|3d6.(5D<4>).4f|2[1]*|1/2||
1118.042|5.e+06|D|20805.7632|110247.006|3d7|a 2H|9/2|3d6.(3H).5p|2I*|11/2||
1118.113|1.9e+07|D|2837.9807|92274.123|3d7|a 4F|5/2|3d6.(3P1).4p|4P*|5/2||
1119.370|5.e+07|D|3117.4877|92453.365|3d7|a 4F|3/2|3d6.(3F1).4p|4D*|1/2||
1120.559|2.9e+07|D|3117.4877|92358.625|3d7|a 4F|3/2|3d5.(4G).4s.4p.(3P*)|v 4F*|3/2||
1121.967|1.9e+08|D+|0.0000|89128.569|3d6.(5D).4s|a 6D|9/2|3d5.(4P).4s.4p.(3P*)|6P*|7/2||
1122.838|1.8e+08|D+|384.7872|89444.455|3d6.(5D).4s|a 6D|7/2|3d5.(4P).4s.4p.(3P*)|6P*|5/2||
1124.120|1.1e+08|D+|667.6829|89625.951|3d6.(5D).4s|a 6D|5/2|3d5.(4P).4s.4p.(3P*)|6P*|3/2||
1124.758|1.3e+07|D|1872.5998|90780.623|3d7|a 4F|9/2|3d6.(5D).5p|4F*|7/2||
1125.442|1.0e+08|D+|0.0000|88853.535|3d6.(5D).4s|a 6D|9/2|3d6.(5D).5p|6D*|7/2||
1126.417|1.3e+08|D+|667.6829|89444.455|3d6.(5D).4s|a 6D|5/2|3d5.(4P).4s.4p.(3P*)|6P*|5/2||
1126.589|1.7e+08|D+|862.6118|89625.951|3d6.(5D).4s|a 6D|3/2|3d5.(4P).4s.4p.(3P*)|6P*|3/2||
1126.837|6.3e+07|D+|384.7872|89128.569|3d6.(5D).4s|a 6D|7/2|3d5.(4P).4s.4p.(3P*)|6P*|7/2||
1126.952|5.5e+07|D+|384.7872|89119.452|3d6.(5D).4s|a 6D|7/2|3d6.(5D).5p|6D*|5/2||
1127.099|6.e+06|D|0.0000|88723.398|3d6.(5D).4s|a 6D|9/2|3d6.(5D).5p|6D*|9/2||
1127.148|5.e+07|E|20830.5534|109550.081|3d6.(3P2).4s|b 4P|5/2|3d6.(3P2).5p|4D*|7/2||
1127.474|1.5e+07|D|21812.0454|110506.577|3d6.(3P2).4s|b 4P|3/2|3d6.(3P2).5p|4D*|5/2||
1127.859|2.8e+07|D|667.6829|89331.199|3d6.(5D).4s|a 6D|5/2|3d6.(5D).5p|6D*|3/2||
1128.041|1.4e+08|D+|977.0498|89625.951|3d6.(5D).4s|a 6D|1/2|3d5.(4P).4s.4p.(3P*)|6P*|3/2||
1128.153|1.9e+07|D|2430.1369|91070.566|3d7|a 4F|7/2|3d6.(5D).5p|4F*|5/2||
1128.898|6.3e+07|D+|862.6118|89444.455|3d6.(5D).4s|a 6D|3/2|3d5.(4P).4s.4p.(3P*)|6P*|5/2||
1129.303|3.7e+07|E|21430.3564|109980.635|3d6.(3H).4s|a 4H|11/2|3d5.(2H).4s.4p.(3P*)|4H*|11/2||
1129.621|3.6e+07|D+|1872.5998|90397.873|3d7|a 4F|9/2|3d6.(5D).5p|4D*|7/2||
1129.765|8.e+06|D|1872.5998|90386.533|3d7|a 4F|9/2|3d6.(5D).5p|6F*|9/2||
1130.351|9.e+06|D|384.7872|88853.535|3d6.(5D).4s|a 6D|7/2|3d6.(5D).5p|6D*|7/2||
1130.351|1.2e+07|D|862.6118|89331.199|3d6.(5D).4s|a 6D|3/2|3d6.(5D).5p|6D*|3/2||
1130.442|3.1e+07|D+|667.6829|89128.569|3d6.(5D).4s|a 6D|5/2|3d5.(4P).4s.4p.(3P*)|6P*|7/2||
1130.560|1.4e+07|D|667.6829|89119.452|3d6.(5D).4s|a 6D|5/2|3d6.(5D).5p|6D*|5/2||
1130.871|8.e+06|D|1872.5998|90300.628|3d7|a 4F|9/2|3d6.(5D).5p|6F*|7/2||
1131.595|1.6e+07|D|2837.9807|91208.892|3d7|a 4F|5/2|3d6.(5D).5p|4F*|3/2||
1132.000|4.5e+06|D|1872.5998|90211.613|3d7|a 4F|9/2|3d6.(3F1).4p|4G*|11/2||
1132.000|7.e+06|D|384.7872|88723.398|3d6.(5D).4s|a 6D|7/2|3d6.(5D).5p|6D*|9/2||
1132.437|5.e+07|E|21711.8963|110016.915|3d6.(3H).4s|a 4H|7/2|3d6.(3H).5p|4G*|5/2||
1133.400|2.6e+07|D+|384.7872|88614.523|3d6.(5D).4s|a 6D|7/2|3d5.(4P).4s.4p.(3P*)|6D*|9/2||
1133.662|3.1e+07|D+|0.0000|88209.461|3d6.(5D).4s|a 6D|9/2|3d5.(4P).4s.4p.(3P*)|6D*|7/2||
1133.662|2.9e+07|D|2430.1369|90638.823|3d7|a 4F|7/2|3d6.(5D).5p|4D*|5/2||
1135.303|4.6e+07|D|3117.4877|91199.776|3d7|a 4F|3/2|3d6.(5D).5p|4D*|1/2||
1135.578|2.2e+07|D|2837.9807|90898.878|3d7|a 4F|5/2|3d6.(5D).5p|4D*|3/2||
1137.684|1.6e+07|E|21251.5833|109149.611|3d6.(3H).4s|a 4H|13/2|3d5.(2I).4s.4p.(3P*)|2I*|13/2||
1138.037|1.0e+07|D|2430.1369|90300.628|3d7|a 4F|7/2|3d6.(5D).5p|6F*|7/2||
1138.177|7.e+07|E|21711.8963|109571.639|3d6.(3H).4s|a 4H|7/2|3d5.(2G2).4s.4p.(3P*)|4H*|7/2||
1138.625|5.5e+07|D+|384.7872|88209.461|3d6.(5D).4s|a 6D|7/2|3d5.(4P).4s.4p.(3P*)|6D*|7/2||
1138.941|1.3e+07|D|2837.9807|90638.823|3d7|a 4F|5/2|3d6.(5D).5p|4D*|5/2||
1139.199|1.2e+07|D|3117.4877|90898.878|3d7|a 4F|3/2|3d6.(5D).5p|4D*|3/2||
1140.406|6.e+07|E|20830.5534|108518.643|3d6.(3P2).4s|b 4P|5/2|3d5.(2F1).4s.4p.(3P*)|4F*|7/2||
1140.785|1.3e+07|D|22810.3459|110469.101|3d6.(3F2).4s|b 4F|7/2|3d6.(3F2).5p|4D*|7/2||
1141.067|5.e+06|D|2430.1369|90067.357|3d7|a 4F|7/2|3d6.(3F1).4p|4G*|9/2||
1141.170|1.3e+07|D|22939.3512|110568.558|3d6.(3F2).4s|b 4F|5/2|3d6.(3F2).5p|4F*|5/2||
1142.311|4.7e+07|D+|667.6829|88209.461|3d6.(5D).4s|a 6D|5/2|3d5.(4P).4s.4p.(3P*)|6D*|7/2||
1142.361|2.6e+07|D+|0.0000|87537.646|3d6.(5D).4s|a 6D|9/2|3d5.(4G).4s.4p.(3P*)|y 6F*|7/2||
1142.464|1.1e+07|D|22939.3512|110469.101|3d6.(3F2).4s|b 4F|5/2|3d6.(3F2).5p|4D*|7/2||
1142.759|2.2e+07|D|22637.1950|110144.841|3d6.(3F2).4s|b 4F|9/2|3d6.(3F2).5p|4F*|7/2||
1143.120|4.5e+07|E|22810.3459|110290.739|3d6.(3F2).4s|b 4F|7/2|3d6.(3F1).5p|4D*|5/2||
1143.150|4.1e+07|E|21251.5833|108729.162|3d6.(3H).4s|a 4H|13/2|3d6.(3H).5p|4H*|13/2||
1143.220|1.0e+08|D+|0.0000|87471.789|3d6.(5D).4s|a 6D|9/2|3d5.(4G).4s.4p.(3P*)|y 6F*|9/2||
1143.279|4.1e+07|D|22939.3512|110406.879|3d6.(3F2).4s|b 4F|5/2|3d6.(3F2).5p|4F*|3/2||
1144.046|1.7e+07|D|20830.5534|108239.375|3d6.(3P2).4s|b 4P|5/2|3d5.(2F1).4s.4p.(3P*)|4D*|7/2||
1144.268|1.0e+08|D+|667.6829|88059.304|3d6.(5D).4s|a 6D|5/2|3d5.(4P).4s.4p.(3P*)|6D*|5/2||
1144.433|4.5e+07|E|21430.3564|108809.810|3d6.(3H).4s|a 4H|11/2|3d5.(4G).4s.(5G).4p|4H*|11/2||
1144.491|2.0e+07|D|23031.2829|110406.879|3d6.(3F2).4s|b 4F|3/2|3d6.(3F2).5p|4F*|3/2||
1144.673|2.1e+07|D|20830.5534|108191.894|3d6.(3P2).4s|b 4P|5/2|3d5.(4F).4s.4p.(3P*)|6D*|3/2||
1144.739|2.2e+07|E|22810.3459|110166.534|3d6.(3F2).4s|b 4F|7/2|3d6.(3F2).5p|4F*|9/2||
1144.926|3.5e+08|B|0.0000|87340.882|3d6.(5D).4s|a 6D|9/2|3d5.(4G).4s.4p.(3P*)|y 6F*|11/2||
1145.476|1.5e+07|D|20830.5534|108130.542|3d6.(3P2).4s|b 4P|5/2|3d5.(4F).4s.4p.(3P*)|6D*|5/2||
1145.508|2.0e+07|D|667.6829|87965.137|3d6.(5D).4s|a 6D|5/2|3d5.(4G).4s.4p.(3P*)|y 6F*|3/2||
1145.641|4.4e+07|E|21581.6151|108868.956|3d6.(3H).4s|a 4H|9/2|3d6.(3H).5p|4H*|9/2||
1146.361|7.e+07|E|21251.5833|108483.877|3d6.(3H).4s|a 4H|13/2|3d6.(3H).5p|4G*|11/2||
1146.830|5.6e+07|D+|862.6118|88059.304|3d6.(5D).4s|a 6D|3/2|3d5.(4P).4s.4p.(3P*)|6D*|5/2||
1146.904|2.3e+07|D|21812.0454|109003.621|3d6.(3P2).4s|b 4P|3/2|3d5.(2F1).4s.4p.(3P*)|4D*|3/2||
1146.947|4.4e+07|D+|384.7872|87572.959|3d6.(5D).4s|a 6D|7/2|3d5.(4G).4s.4p.(3P*)|y 6F*|5/2||
1147.244|1.1e+07|D|22810.3459|109975.739|3d6.(3F2).4s|b 4F|7/2|3d6.(3H).5p|4G*|7/2||
1147.409|1.2e+08|D+|384.7872|87537.646|3d6.(5D).4s|a 6D|7/2|3d5.(4G).4s.4p.(3P*)|y 6F*|7/2||
1147.565|6.e+07|E|21430.3564|108571.060|3d6.(3H).4s|a 4H|11/2|3d6.(3H).5p|4G*|9/2||
1147.832|2.9e+07|D|21812.0454|108932.616|3d6.(3P2).4s|b 4P|3/2|3d6.(3P2).5p|2D*|5/2||
1148.067|1.9e+08|D+|862.6118|87965.137|3d6.(5D).4s|a 6D|3/2|3d5.(4G).4s.4p.(3P*)|y 6F*|3/2||
1148.263|3.3e+08|D+|384.7872|87471.789|3d6.(5D).4s|a 6D|7/2|3d5.(4G).4s.4p.(3P*)|y 6F*|9/2||
1148.679|9.e+07|E|20830.5534|107886.868|3d6.(3P2).4s|b 4P|5/2|3d5.(4F).4s.4p.(3P*)|6D*|7/2||
1148.771|5.e+07|E|21581.6151|108631.052|3d6.(3H).4s|a 4H|9/2|3d5.(4G).4s.4p.(1P*)|4G*|7/2||
1148.813|3.6e+07|D|22409.8178|109456.381|3d6.(3P2).4s|b 4P|1/2|3d6.(3P2).5p|4P*|3/2||
1148.947|1.1e+08|E|22939.3512|109975.739|3d6.(3F2).4s|b 4F|5/2|3d6.(3H).5p|4G*|7/2||
1148.947|8.e+07|D|862.6118|87898.178|3d6.(5D).4s|a 6D|3/2|3d5.(4G).4s.4p.(3P*)|y 6F*|1/2||
1149.482|8.e+06|D|21812.0454|108807.527|3d6.(3P2).4s|b 4P|3/2|3d6.(3P2).5p|4P*|5/2||
1149.581|8.e+07|D+|977.0498|87965.137|3d6.(5D).4s|a 6D|1/2|3d5.(4G).4s.4p.(3P*)|y 6F*|3/2||
1149.617|1.1e+08|E|23031.2829|110016.915|3d6.(3F2).4s|b 4F|3/2|3d6.(3H).5p|4G*|5/2||
1150.265|8.e+06|D|21581.6151|108518.643|3d6.(3H).4s|a 4H|9/2|3d5.(2F1).4s.4p.(3P*)|4F*|7/2||
1150.278|4.3e+07|D|667.6829|87602.335|3d6.(5D).4s|a 6D|5/2|3d5.(4P).4s.4p.(3P*)|6D*|3/2||
1150.463|3.1e+08|D+|977.0498|87898.178|3d6.(5D).4s|a 6D|1/2|3d5.(4G).4s.4p.(3P*)|y 6F*|1/2||
1150.517|6.e+07|E|21711.8963|108629.175|3d6.(3H).4s|a 4H|7/2|3d5.(4G).4s.4p.(1P*)|4G*|5/2||
1150.677|1.1e+08|D+|667.6829|87572.959|3d6.(5D).4s|a 6D|5/2|3d5.(4G).4s.4p.(3P*)|y 6F*|5/2||
1151.136|2.2e+08|D+|667.6829|87537.646|3d6.(5D).4s|a 6D|5/2|3d5.(4G).4s.4p.(3P*)|y 6F*|7/2||
1152.422|2.3e+07|D|862.6118|87636.30|3d6.(5D).4s|a 6D|3/2|3d5.(4P).4s.4p.(3P*)|6D*|1/2||
1152.867|6.6e+07|D+|862.6118|87602.335|3d6.(5D).4s|a 6D|3/2|3d5.(4P).4s.4p.(3P*)|6D*|3/2||
1153.037|4.5e+07|E|21812.0454|108539.473|3d6.(3P2).4s|b 4P|3/2|3d5.(2F1).4s.4p.(3P*)|4F*|5/2||
1153.265|1.2e+08|D+|862.6118|87572.959|3d6.(5D).4s|a 6D|3/2|3d5.(4G).4s.4p.(3P*)|y 6F*|5/2||
1153.413|2.1e+07|D|20830.5534|107529.849|3d6.(3P2).4s|b 4P|5/2|3d6.(5D).6p|6F*|7/2||
1153.945|2.7e+07|D|977.0498|87636.30|3d6.(5D).4s|a 6D|1/2|3d5.(4P).4s.4p.(3P*)|6D*|1/2||
1154.396|4.6e+07|D|977.0498|87602.335|3d6.(5D).4s|a 6D|1/2|3d5.(4P).4s.4p.(3P*)|6D*|3/2||
1154.817|1.1e+08|E|22409.8178|109003.621|3d6.(3P2).4s|b 4P|1/2|3d5.(2F1).4s.4p.(3P*)|4D*|3/2||
1155.263|5.e+07|E|21812.0454|108372.239|3d6.(3P2).4s|b 4P|3/2|3d6.(3P2).5p|4S*|3/2||
1157.630|2.5e+08|E|22409.8178|108793.109|3d6.(3P2).4s|b 4P|1/2|3d5.(2F1).4s.4p.(3P*)|4D*|1/2||
1157.678|5.e+07|E|21812.0454|108191.894|3d6.(3P2).4s|b 4P|3/2|3d5.(4F).4s.4p.(3P*)|6D*|3/2||
1157.821|6.e+07|E|22409.8178|108778.889|3d6.(3P2).4s|b 4P|1/2|3d5.(2F1).4s.4p.(3P*)|4F*|3/2||
1158.115|2.2e+07|D|8391.9554|94739.136|3d6.(5D).4s|a 4D|5/2|3d5.(4P).4s.4p.(3P*)|4P*|3/2||
1158.497|6.e+07|E|21812.0454|108130.542|3d6.(3P2).4s|b 4P|3/2|3d5.(4F).4s.4p.(3P*)|6D*|5/2||
1159.331|6.1e+07|D+|7955.3186|94211.383|3d6.(5D).4s|a 4D|7/2|3d5.(4P).4s.4p.(3P*)|4P*|5/2||
1159.986|1.4e+08|E|20830.5534|107038.375|3d6.(3P2).4s|b 4P|5/2|3d5.(2D3).4s.4p.(3P*)|4D*|7/2||
1160.087|3.6e+07|D|8680.4706|94880.585|3d6.(5D).4s|a 4D|3/2|3d5.(4P).4s.4p.(3P*)|4P*|1/2||
1160.263|3.2e+07|E|20830.5534|107017.932|3d6.(3P2).4s|b 4P|5/2|3d5.(2D3).4s.4p.(3P*)|4D*|5/2||
1162.340|3.3e+07|D|8846.7837|94880.585|3d6.(5D).4s|a 4D|1/2|3d5.(4P).4s.4p.(3P*)|4P*|1/2||
1162.641|1.0e+08|E|20830.5534|106841.688|3d6.(3P2).4s|b 4P|5/2|3d5.(2D3).4s.4p.(3P*)|4P*|3/2||
1162.881|1.4e+07|D|22939.3512|108932.616|3d6.(3F2).4s|b 4F|5/2|3d6.(3P2).5p|2D*|5/2||
1163.164|3.0e+07|D|23031.2829|109003.621|3d6.(3F2).4s|b 4F|3/2|3d5.(2F1).4s.4p.(3P*)|4D*|3/2||
1163.491|6.e+06|D|21581.6151|107529.849|3d6.(3H).4s|a 4H|9/2|3d6.(5D).6p|6F*|7/2||
1164.470|3.3e+07|D+|7955.3186|93830.961|3d6.(5D).4s|a 4D|7/2|3d5.(4D).4s.4p.(3P*)|6D*|5/2||
1164.866|1.0e+08|E|22637.1950|108483.877|3d6.(3F2).4s|b 4F|9/2|3d6.(3H).5p|4G*|11/2||
1165.235|1.2e+07|D|8391.9554|94211.383|3d6.(5D).4s|a 4D|5/2|3d5.(4P).4s.4p.(3P*)|4P*|5/2||
1165.743|2.4e+07|D|22409.8178|108191.894|3d6.(3P2).4s|b 4P|1/2|3d5.(4F).4s.4p.(3P*)|6D*|3/2||
1166.020|2.6e+08|E|20830.5534|106592.294|3d6.(3P2).4s|b 4P|5/2|3d5.(2D3).4s.4p.(3P*)|4P*|5/2||
